A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
6.11	0.088	0.085	-0.003	0	0	0	0.99999	0.99999	1	0	0	0	80886	Senp3	chr11
1.75	-3.8	-2.672	1.128	-13.27	-7.76	0.79	0	3e-05	0.22654	-1	-1	0	69583	Tnfsf13	chr11
2.22	0.519	0.674	0.155	0	0	0	0.94022	0.86612	0.99362	0	0	0	21944	Tnfsf12	chr11
8.23	-0.31	-0.231	0.079	0	0	0	0.99887	0.99942	0.99993	0	0	0	20020	Polr2a	chr11
6.28	-0.53	-0.614	-0.084	0	0	0	0.97857	0.95807	0.99966	0	0	0	75580	Zbtb4	chr11
5.27	-3.768	-3.093	0.675	-15.72	-11.88	0	0	0	0.97027	-1	-1	0	11443	Chrnb1	chr11
-2.16	4.73	5.882	1.152	7.73	9.65	0.27	3e-05	1e-05	0.4002	1	1	0	74288	Spem1	chr11
5.94	2.418	1.541	-0.877	8.62	3.39	0	1e-05	0.0048	0.77728	1	1	0	216856	Nlgn2	chr11
4.48	0.293	-0.285	-0.578	0	0	0	0.99687	0.99759	0.97486	0	0	0	69186	Tmem256	chr11
5.52	1.209	0.756	-0.453	1.58	0	0	0.0766	0.95137	0.99881	0	0	0	70310	Plscr3	chr11
5.96	-0.301	-0.35	-0.049	0	0	0	0.99524	0.99321	0.99973	0	0	0	83813	Tnk1	chr11
2.69	1.945	1.384	-0.561	3.44	1.54	0	0.00446	0.08159	0.92429	1	0	0	100503361	Tmem95	chr11
7.25	1.051	0.658	-0.393	0.34	0	0	0.37213	0.97319	0.99884	0	0	0	216858	Kctd11	chr11
0.11	-0.982	-0.812	0.17	0	0	0	0.52057	0.70581	0.98827	0	0	0	216859	Acap1	chr11
2.22	-0.599	-0.876	-0.277	0	0	0	0.96718	0.74164	0.99839	0	0	0	70419	2810408A11Rik	chr11
5.53	0.122	0	-0.122	0	0	0	0.9997	1	0.9998	0	0	0	216860	Neurl4	chr11
4.95	-0.831	-0.327	0.504	0	0	0	0.84429	0.99868	0.99505	0	0	0	56310	Gps2	chr11
8.93	0.725	0.444	-0.281	0	0	0	0.95083	0.99715	0.99967	0	0	0	276770	Eif5a	chr11
1.58	1.196	-0.343	-1.539	0.69	0	-2	0.25412	0.98611	0.04051	0	0	0	53422	Ybx2	chr11
2.29	5.125	5.117	-0.008	17.71	18.62	0	0	0	0.99981	1	1	0	20528	Slc2a4	chr11
6.3	-5.515	-5.469	0.045	-32.95	-32.53	0	0	0	0.99999	-1	-1	0	53624	Cldn7	chr11
5.49	0.455	0.707	0.252	0	0	0	0.99931	0.98375	0.99994	0	0	0	54351	Elp5	chr11
5.76	0.258	0.412	0.155	0	0	0	0.99989	0.99949	0.99997	0	0	0	67181	Ctdnep1	chr11
5.82	-0.407	-0.482	-0.075	0	0	0	0.99956	0.999	0.99999	0	0	0	56486	Gabarap	chr11
5.64	0.504	0.681	0.176	0	0	0	0.99624	0.9745	0.99988	0	0	0	78246	Phf23	chr11
4.34	1.066	1.392	0.326	0.35	2.09	0	0.36812	0.03532	0.99659	0	0	0	13543	Dvl2	chr11
7.28	-0.403	-0.429	-0.025	0	0	0	0.99973	0.99964	1	0	0	0	11370	Acadvl	chr11
4.49	1.95	-0.253	-2.204	3.9	0	-5.2	0.00228	0.99608	0.00042	1	0	-1	13385	Dlg4	chr11
1	3.821	1.965	-1.857	8.21	3.67	-2.49	2e-05	0.00321	0.01897	1	1	0	216867	Slc16a11	chr11
0.97	3.593	2.289	-1.304	6.99	4.21	-0.8	6e-05	0.0015	0.22326	1	1	0	69309	Slc16a13	chr11
-0.49	2.71	1.819	-0.891	3	1.6	0	0.00863	0.07419	0.5779	1	0	0	12029	Bcl6b	chr11
3.96	0.373	-0.216	-0.589	0	0	0	0.99866	0.99976	0.9907	0	0	0	104457	0610010K14Rik	chr11
5.32	-0.197	-0.572	-0.375	0	0	0	0.99993	0.99662	0.99973	0	0	0	52898	Rnasek	chr11
2.38	3.88	1.753	-2.127	5.35	1.89	-2.12	0.00036	0.04766	0.0336	1	0	0	11684	Alox12	chr11
3.21	-2.8	-2.993	-0.194	-4.82	-5.39	0	0.00067	0.00033	0.98813	-1	-1	0	11685	Alox12e	chr11
0.76	-1.847	-4.621	-2.774	-1.39	-6.52	-3.82	0.1016	1e-04	0.00259	0	-1	0	11687	Alox15	chr11
5.46	0.083	0.11	0.027	0	0	0	0.99998	0.99997	1	0	0	0	75273	Pelp1	chr11
2.73	1.091	0.968	-0.123	0.41	0	0	0.34506	0.55731	0.99835	0	0	0	216869	Arrb2	chr11
3.59	-1.048	-1.045	0.003	-0.34	-0.32	0	0.37066	0.37732	1	0	0	0	66172	Med11	chr11
6.54	-2.04	-0.983	1.057	-3.59	0	0.21	0.00355	0.52277	0.41968	-1	0	0	66102	Cxcl16	chr11
2.25	-1.02	0.134	1.154	-0.06	0	0.44	0.47867	0.98346	0.33588	0	0	0	574428	Zmynd15	chr11
6.6	0.153	-0.163	-0.316	0	0	0	0.99992	0.99991	0.99976	0	0	0	19175	Psmb6	chr11
5.74	-2.322	-1.526	0.796	-8.59	-3.42	0	1e-05	0.00461	0.90688	-1	-1	0	18806	Pld2	chr11
6.68	-0.021	-0.414	-0.393	0	0	0	1	0.99942	0.99971	0	0	0	50932	Mink1	chr11
0.53	1.781	1.629	-0.152	2.22	1.88	0	0.02873	0.04828	0.9823	0	0	0	14723	Gp1ba	chr11
6.03	-0.244	-0.636	-0.392	0	0	0	0.99867	0.96317	0.99682	0	0	0	67863	Slc25a11	chr11
6.01	-0.582	-0.113	0.468	0	0	0	0.99026	0.99989	0.99789	0	0	0	70510	Rnf167	chr11
8.52	0.893	0.69	-0.203	0	0	0	0.79426	0.98116	0.99995	0	0	0	18643	Pfn1	chr11
2.78	0.202	0.074	-0.128	0	0	0	0.99657	0.99917	0.99845	0	0	0	13808	Eno3	chr11
5.14	0.126	-0.373	-0.499	0	0	0	0.99997	0.99969	0.99902	0	0	0	216873	Spag7	chr11
5.4	-0.763	-0.779	-0.016	0	0	0	0.95325	0.94362	1	0	0	0	216874	Camta2	chr11
0.59	-0.48	-0.947	-0.467	0	0	0	0.95686	0.58036	0.96934	0	0	0	103844	Inca1	chr11
8.28	-0.57	-0.82	-0.249	0	0	0	0.98463	0.84624	0.99942	0	0	0	16562	Kif1c	chr11
0.38	-1.505	-1.741	-0.236	-1.7	-2.55	0	0.06411	0.0172	0.99139	0	0	0	193043	Zfp3	chr11
5.79	0.356	-0.078	-0.434	0	0	0	0.99925	0.99995	0.9989	0	0	0	54189	Rabep1	chr11
5.95	0.3	-0.025	-0.325	0	0	0	0.99991	1	0.99993	0	0	0	19069	Nup88	chr11
3.28	1.01	0.459	-0.551	0.07	0	0	0.47481	0.99682	0.99024	0	0	0	69723	Rpain	chr11
6.17	0.629	0.489	-0.14	0	0	0	0.98797	0.99752	0.99995	0	0	0	12261	C1qbp	chr11
6.13	0.155	0.591	0.436	0	0	0	0.99978	0.98685	0.99803	0	0	0	216877	Dhx33	chr11
4.76	-0.546	-0.945	-0.4	0	0	0	0.99195	0.64048	0.99871	0	0	0	116891	Derl2	chr11
3.89	0.494	0.108	-0.385	0	0	0	0.99041	0.99974	0.99684	0	0	0	67139	Mis12	chr11
-0.58	6.47	6.178	-0.292	8.33	9.06	0	2e-05	1e-05	0.87928	1	1	0	103712	6330403K07Rik	chr11
0.86	3.446	3.327	-0.119	5.37	5.41	0	0.00035	0.00033	0.97007	1	1	0	109212	Fam64a	chr11
4.82	-1.158	-1.183	-0.025	-0.91	-1.07	0	0.1939	0.15861	0.99996	0	0	0	327958	Pitpnm3	chr11
3.91	0.553	0.236	-0.317	0	0	0	0.99618	0.99988	0.99974	0	0	0	74477	4933427D14Rik	chr11
5.73	0.03	-0.046	-0.075	0	0	0	0.99999	0.99999	0.99998	0	0	0	52700	Txndc17	chr11
3.18	-0.153	-1.082	-0.929	0	-0.54	0	0.99966	0.30117	0.6767	0	0	0	67279	Med31	chr11
2.12	-0.532	-1.212	-0.681	0	-0.95	0	0.95812	0.1862	0.91121	0	0	0	327959	Xaf1	chr11
0.59	-0.361	-1.077	-0.716	0	-0.24	0	0.9511	0.40821	0.80136	0	0	0	276829	Smtnl2	chr11
1.98	0.957	-0.431	-1.389	0	0	-1.1	0.54448	0.94087	0.15258	0	0	0	71522	Ggt6	chr11
8.11	0.676	0.551	-0.125	0	0	0	0.9904	0.9981	0.99999	0	0	0	18432	Mybbp1a	chr11
6.55	-5.632	-4.045	1.587	-20.38	-13.58	2.96	0	0	0.00913	-1	-1	0	216892	Spns2	chr11
2.97	-6.725	-4.663	2.062	-16.35	-10.35	5.13	0	0	0.00046	-1	-1	1	77577	Spns3	chr11
5.7	-0.385	-0.31	0.075	0	0	0	0.99641	0.99813	0.99986	0	0	0	67128	Ube2g1	chr11
6.83	-0.028	-0.387	-0.359	0	0	0	1	0.99974	0.99988	0	0	0	11736	Ankfy1	chr11
1.73	-0.673	-1.536	-0.863	0	-2.41	0	0.89757	0.02145	0.73175	0	0	0	192986	Cyb5d2	chr11
6.61	-0.961	-0.602	0.359	0	0	0	0.59764	0.98466	0.99903	0	0	0	195018	Zzef1	chr11
2.93	-1.788	-2.606	-0.818	-3.37	-7.12	0	0.00494	5e-05	0.80745	-1	-1	0	53313	Atp2a3	chr11
2	0.043	0.138	0.095	0	0	0	0.99854	0.9952	0.99699	0	0	0	55984	Camkk1	chr11
5.09	0.133	0.044	-0.09	0	0	0	0.99996	0.99999	0.99998	0	0	0	66874	Ncbp3	chr11
-0.41	-2.641	-2.332	0.309	-3.66	-2.97	0	0.00326	0.00902	0.95557	-1	-1	0	16407	Itgae	chr11
-0.16	1.534	1.496	-0.038	1.85	1.78	0	0.0508	0.05626	0.99797	0	0	0	14841	Gsg2	chr11
0.67	-1.082	0.498	1.579	-0.26	0	1.8	0.40044	0.91012	0.05483	0	0	0	94045	P2rx5	chr11
5.1	-0.427	-0.35	0.077	0	0	0	0.99966	0.99986	0.99999	0	0	0	66048	Emc6	chr11
3.88	-1.134	-0.893	0.241	-0.99	0	0	0.17599	0.77309	0.99984	0	0	0	76281	Tax1bp3	chr11
4.75	-1.219	-1.428	-0.209	-1.32	-2.61	0	0.11165	0.01563	0.99961	0	0	0	83429	Ctns	chr11
2.4	-2.047	-3.234	-1.187	-3.44	-7.68	-0.77	0.00448	3e-05	0.23155	-1	-1	0	74637	Shpk	chr11
0.98	1.758	2.025	0.267	1.18	1.64	0	0.13746	0.07091	0.89268	0	0	0	246788	Trpv3	chr11
4.2	-1.987	-0.062	1.925	-3.85	0	3.71	0.00248	0.9979	0.00299	-1	0	0	380711	Rap1gap2	chr11
6.82	0.209	0.283	0.074	0	0	0	0.99994	0.99989	0.99999	0	0	0	74148	Cluh	chr11
8.15	-0.351	-0.065	0.286	0	0	0	0.99856	0.99991	0.99951	0	0	0	18472	Pafah1b1	chr11
4.99	0.318	0.291	-0.026	0	0	0	0.99933	0.99951	0.99999	0	0	0	67493	Mettl16	chr11
5.4	0.69	0.166	-0.525	0	0	0	0.9829	0.99995	0.99841	0	0	0	17428	Mnt	chr11
5.22	-1.168	-1.837	-0.669	-1.37	-6.95	0	0.10341	6e-05	0.99092	0	-1	0	97761	Sgsm2	chr11
6.37	0.374	1.063	0.689	0	0.34	0	0.99539	0.37082	0.94672	0	0	0	104662	Tsr1	chr11
3.59	-0.245	-0.056	0.188	0	0	0	0.9996	0.99995	0.99981	0	0	0	27364	Srr	chr11
6.59	-0.334	-0.513	-0.179	0	0	0	0.99965	0.99765	0.99995	0	0	0	103677	Smg6	chr11
1.84	1.657	1.154	-0.504	1.86	0.48	0	0.04998	0.3228	0.90058	0	0	0	15248	Hic1	chr11
3.87	-0.123	-0.56	-0.437	0	0	0	0.99957	0.98424	0.99525	0	0	0	246257	Ovca2	chr11
3.69	-0.614	-0.8	-0.187	0	0	0	0.98885	0.91369	0.9999	0	0	0	116905	Dph1	NA
1.02	-0.405	-1.457	-1.051	0	-1.45	-0.17	0.9422	0.09251	0.43578	0	0	0	237847	Rtn4rl1	chr11
5.43	1.388	0.762	-0.626	2.02	0	0	0.03915	0.87966	0.96325	0	0	0	68275	Rpa1	chr11
2.19	-0.04	-0.668	-0.629	0	0	0	0.99948	0.92124	0.94127	0	0	0	319822	Smyd4	chr11
4.3	2.447	4.215	1.767	2.59	5.22	1.26	0.01635	0.00042	0.12263	0	1	0	20317	Serpinf1	chr11
3.98	-0.659	-0.724	-0.065	0	0	0	0.90222	0.86076	0.99913	0	0	0	192652	Wdr81	chr11
5.11	-1.069	-0.703	0.367	-0.24	0	0	0.40719	0.83583	0.97786	0	0	0	100042498	Mir22hg	chr11
2.13	0.975	0.342	-0.632	0	0	0	0.54839	0.99609	0.94905	0	0	0	380712	Tlcd2	chr11
8.71	0.094	0.084	-0.01	0	0	0	0.99999	0.99999	1	0	0	0	192159	Prpf8	chr11
0.14	-1.167	0.457	1.624	-0.44	0	1.6	0.3361	0.88711	0.07478	0	0	0	280408	Rilp	chr11
0.4	-0.982	0.309	1.291	0	0	0.74	0.51796	0.93909	0.23985	0	0	0	380713	Scarf1	chr11
5.1	-2.605	-0.521	2.084	-5.73	0	4.08	0.00022	0.9329	0.00179	-1	0	0	215113	Slc43a2	chr11
7.48	-0.641	-0.123	0.518	0	0	0	0.9863	0.99993	0.99776	0	0	0	18738	Pitpna	chr11
5.84	-0.868	-0.495	0.373	0	0	0	0.85087	0.99857	0.99975	0	0	0	19062	Inpp5k	chr11
7.59	-0.206	-0.32	-0.114	0	0	0	0.99989	0.99968	0.99997	0	0	0	17913	Myo1c	chr11
7.87	-0.043	0.368	0.411	0	0	0	0.99974	0.99388	0.99435	0	0	0	12928	Crk	chr11
9.17	-0.136	-0.156	-0.02	0	0	0	0.99993	0.99991	1	0	0	0	22627	Ywhae	chr11
2.63	-1.983	-0.675	1.309	-3.02	0	1.02	0.00831	0.81674	0.1683	-1	0	0	13447	Doc2b	chr11
2.48	-0.246	0.349	0.594	0	0	0	0.99731	0.99358	0.96152	0	0	0	380714	Rph3al	chr11
6.06	2.031	3.478	1.447	3.67	8.57	1.67	0.00317	1e-05	0.0672	1	1	0	76566	Rflnb	chr11
5.99	-1.509	-1.534	-0.026	-4.26	-4.47	0	0.0014	0.00106	1	-1	-1	0	68299	Vps53	chr11
2.63	-0.529	-1.427	-0.898	0	-2.63	0	0.98704	0.01507	0.73394	0	0	0	116972	Fam57a	chr11
3.95	1.774	1.361	-0.413	2.65	1.3	0	0.0147	0.1152	0.96153	0	0	0	276919	Gemin4	chr11
6.16	-0.161	-0.576	-0.416	0	0	0	0.99992	0.99492	0.99942	0	0	0	67201	Glod4	chr11
2.64	1.14	1.17	0.03	0.87	1.08	0	0.2045	0.15496	0.99994	0	0	0	67390	Mrm3	chr11
5.83	2.163	2.274	0.112	5.89	6.48	0	0.00019	1e-04	0.99947	1	1	0	18230	Nxn	chr11
4.26	-0.046	-0.288	-0.242	0	0	0	0.99973	0.99718	0.9983	0	0	0	56322	Timm22	chr11
5.89	0.969	0.465	-0.505	0	0	0	0.61019	0.99951	0.99943	0	0	0	109934	Abr	chr11
5.66	-0.361	-0.657	-0.296	0	0	0	0.99954	0.98786	0.99984	0	0	0	53334	Gosr1	chr11
7.92	1.032	0.69	-0.341	0.28	0	0	0.39184	0.98759	0.99991	0	0	0	12874	Cpd	chr11
5.92	0.658	0.742	0.084	0	0	0	0.9809	0.95114	0.99996	0	0	0	104184	Blmh	chr11
4.35	-0.225	-0.098	0.127	0	0	0	0.98392	0.99433	0.99348	0	0	0	237859	Nsrp1	chr11
5	-0.581	-0.814	-0.233	0	0	0	0.99525	0.91694	0.99992	0	0	0	237860	Ssh2	chr11
1.46	0.823	-0.659	-1.482	0	0	-1.45	0.68596	0.84732	0.09202	0	0	0	216961	Coro6	chr11
5.63	0.567	0.002	-0.564	0	0	0	0.99643	1	0.99751	0	0	0	268445	Ankrd13b	chr11
6.5	-0.384	-0.198	0.186	0	0	0	0.99949	0.99991	0.99995	0	0	0	216963	Git1	chr11
3.33	0.398	-0.146	-0.544	0	0	0	0.99635	0.9997	0.98863	0	0	0	216964	Trp53i13	chr11
0.24	0.213	-1.48	-1.694	0	-1.04	-1.44	0.93721	0.16516	0.09488	0	0	0	67477	Abhd15	chr11
7.72	-0.639	-0.28	0.359	0	0	0	0.90753	0.99036	0.98819	0	0	0	216965	Taok1	chr11
7.73	-0.182	0.517	0.698	0	0	0	0.99957	0.9917	0.96275	0	0	0	68564	Nufip2	chr11
8.18	-0.269	-0.455	-0.186	0	0	0	0.99969	0.99805	0.99991	0	0	0	360013	Myo18a	chr11
-0.4	0.671	0.873	0.202	0	0	0	0.82482	0.64445	0.98113	0	0	0	19193	Pipox	chr11
5.73	0.437	0.183	-0.254	0	0	0	0.99848	0.99987	0.99982	0	0	0	268448	Phf12	chr11
-0.89	2.387	2.357	-0.029	3.97	4.05	0	0.00208	0.00187	0.9966	1	1	0	100504178	Dhrs13os	NA
2.06	1.114	0.713	-0.401	0.59	0	0	0.28704	0.92241	0.99266	0	0	0	70451	Dhrs13	chr11
6.64	-0.059	-0.175	-0.115	0	0	0	0.99999	0.99994	0.99998	0	0	0	14252	Flot2	chr11
3.92	-0.513	-0.513	0	0	0	0	0.99731	0.99753	1	0	0	0	57837	Eral1	chr11
4.29	-0.399	-0.533	-0.134	0	0	0	0.9939	0.98294	0.99951	0	0	0	216971	Fam222b	chr11
6.08	-0.327	-0.153	0.175	0	0	0	0.99772	0.99948	0.99958	0	0	0	22032	Traf4	chr11
3.25	0.875	-0.156	-1.031	0	0	-0.18	0.7419	0.99954	0.43249	0	0	0	140859	Nek8	chr11
2.88	-0.906	-0.704	0.202	0	0	0	0.69859	0.93799	0.99946	0	0	0	68385	Tlcd1	chr11
2.23	-0.446	0.057	0.503	0	0	0	0.99459	0.99986	0.99183	0	0	0	268449	Rpl23a	chr11
4.75	0.718	1.047	0.329	0	0.32	0	0.95344	0.37821	0.99918	0	0	0	19376	Rab34	chr11
1.51	-0.826	-0.445	0.381	0	0	0	0.74325	0.96893	0.9832	0	0	0	216974	Proca1	chr11
8.28	-0.61	-0.285	0.325	0	0	0	0.98802	0.99954	0.99959	0	0	0	20926	Supt6	chr11
5.87	-0.505	-0.923	-0.418	0	0	0	0.99934	0.76304	0.99985	0	0	0	20316	Sdf2	chr11
8.39	-0.533	-0.573	-0.039	0	0	0	0.99848	0.99743	1	0	0	0	72503	2610507B11Rik	chr11
3.77	2.1	2.087	-0.012	6.03	6.12	0	0.00016	0.00014	0.99995	1	1	0	54141	Spag5	chr11
6.54	-5.098	-3.685	1.414	-19.39	-12.84	2.2	0	0	0.02947	-1	-1	0	11676	Aldoc	chr11
5.13	0.793	-0.101	-0.893	0	0	0	0.90476	0.99992	0.77035	0	0	0	276846	Pigs	chr11
3.83	0.669	0.619	-0.05	0	0	0	0.90994	0.93921	0.9994	0	0	0	22248	Unc119	chr11
-1.53	-5.178	-2.975	2.203	-7.68	-3.49	2.9	3e-05	0.00421	0.01009	-1	-1	0	790911	Slc13a2os	chr11
1.25	-7.356	-5.098	2.258	-9.99	-6.35	3.56	1e-05	0.00012	0.00373	-1	-1	0	20500	Slc13a2	chr11
2.88	-0.754	0.026	0.78	0	0	0	0.79198	0.99874	0.77204	0	0	0	52466	Slc46a1	chr11
-1.06	3.152	4.164	1.011	4.13	5.47	0.02	0.00168	0.00031	0.4989	1	1	0	237868	Sarm1	chr11
-1.24	2.153	1.571	-0.582	1.2	0.61	0	0.13705	0.2902	0.73164	0	0	0	22370	Vtn	chr11
2.95	0.507	-0.339	-0.846	0	0	0	0.97069	0.99366	0.75452	0	0	0	195040	Tmem199	chr11
5.56	-0.16	-0.121	0.039	0	0	0	0.99975	0.99983	0.99997	0	0	0	67811	Poldip2	chr11
6.77	-0.253	-0.023	0.23	0	0	0	0.99985	0.99999	0.99993	0	0	0	21927	Tnfaip1	chr11
4.76	0.508	0.382	-0.127	0	0	0	0.99772	0.99947	0.99996	0	0	0	55978	Ift20	chr11
3.41	1.38	0.526	-0.854	1.5	0	0	0.08638	0.9625	0.7135	0	0	0	69071	Tmem97	chr11
4.21	-0.128	-0.88	-0.753	0	0	0	0.99988	0.79723	0.95013	0	0	0	18099	Nlk	chr11
2.47	-0.12	-0.733	-0.613	0	0	0	0.99931	0.91138	0.96872	0	0	0	69109	Fam58b	chr11
1.83	-3.778	-3.628	0.15	-11.27	-10.7	0	0	0	0.99949	-1	-1	0	66274	Lyrm9	chr11
-0.01	-2.879	-3.029	-0.15	-4.07	-4.45	0	0.00184	0.0011	0.98231	-1	-1	0	18126	Nos2	chr11
5.54	1.552	0.691	-0.861	3.44	0	0	0.00446	0.95879	0.80611	1	0	0	16859	Lgals9	chr11
4.58	1.322	2.895	1.574	1.09	5.92	1.84	0.15458	0.00018	0.05129	0	1	0	16706	Ksr1	chr11
-1.6	1.921	3.363	1.443	1.77	4.09	0.73	0.05743	0.00179	0.24371	0	1	0	790910	Gm11201	chr11
8.63	0.489	1.117	0.628	0	0.75	0	0.99431	0.23641	0.9852	0	0	0	78889	Wsb1	chr11
7.31	0.166	0.14	-0.026	0	0	0	0.99984	0.99987	0.99999	0	0	0	18015	Nf1	chr11
1	-0.695	0.002	0.697	0	0	0	0.75724	0.99968	0.76251	0	0	0	319377	D130012P04Rik	NA
4.35	-1.706	-1.877	-0.171	-3.68	-4.62	0	0.00314	0.00087	0.99943	-1	-1	0	268451	Rab11fip4	chr11
-0.1	0.492	1.477	0.985	0	0.99	0	0.85843	0.1753	0.51362	0	0	0	100038730	Gm10387	NA
5.67	-0.142	-0.014	0.128	0	0	0	0.99996	1	0.99998	0	0	0	216987	Utp6	chr11
6.41	-0.12	0.14	0.26	0	0	0	0.99961	0.99953	0.99912	0	0	0	52615	Suz12	chr11
3.31	0.847	0.83	-0.017	0	0	0	0.78421	0.81416	0.99993	0	0	0	54394	Crlf3	chr11
3.1	0.739	0.628	-0.111	0	0	0	0.94343	0.98461	0.99988	0	0	0	237877	Atad5	chr11
1.8	-0.123	-0.495	-0.372	0	0	0	0.99909	0.98532	0.9948	0	0	0	68550	Tefm	chr11
1.5	-0.718	-1.276	-0.557	0	-1.11	0	0.84458	0.14996	0.95168	0	0	0	71956	Rnf135	chr11
5.67	0.05	0.17	0.12	0	0	0	0.99999	0.99998	0.99999	0	0	0	59040	Rhot1	chr11
3.35	3.328	3.616	0.288	10.59	11.99	0	0	0	0.99214	1	1	0	246104	Rhbdl3	chr11
3.57	0.029	-0.061	-0.09	0	0	0	0.99994	0.9999	0.99985	0	0	0	70591	5730455P16Rik	chr11
6.9	0.17	0.17	0	0	0	0	0.99993	0.99993	1	0	0	0	22680	Zfp207	chr11
5.35	0.018	0.18	0.162	0	0	0	0.99998	0.99967	0.99979	0	0	0	69077	Psmd11	chr11
2.05	3.347	3.675	0.328	4.55	5.27	0	0.00097	0.00039	0.88896	1	1	0	12569	Cdk5r1	chr11
5.73	0.102	0.647	0.545	0	0	0	0.99977	0.9673	0.99022	0	0	0	338367	Myo1d	chr11
4.61	0.754	1.321	0.567	0	1.43	0	0.84962	0.09608	0.95776	0	0	0	103743	Tmem98	chr11
-1.93	-2.774	-6.014	-3.24	-2.22	-6.83	-3.87	0.02952	7e-05	0.00243	0	-1	0	11418	Asic2	chr11
3.26	1.075	3.141	2.066	0.5	12.32	6.18	0.31547	0	0.00014	0	1	1	20296	Ccl2	chr11
1.39	0.648	2.43	1.782	0	3.2	1.74	0.79769	0.00635	0.06009	0	1	0	20306	Ccl7	chr11
1.86	1.197	2.657	1.461	0.32	2.49	0.68	0.38275	0.01898	0.26249	0	0	0	20292	Ccl11	chr11
4.33	0.043	0.358	0.315	0	0	0	0.99995	0.99865	0.99923	0	0	0	66983	Zfp830	chr11
0.11	-0.708	-1.453	-0.745	0	-1.66	0	0.82987	0.06739	0.82369	0	0	0	100503272	Gm11423	chr11
6.42	0.171	0.527	0.356	0	0	0	0.99953	0.98943	0.9985	0	0	0	16882	Lig3	chr11
5.26	-1.185	-1.463	-0.278	-1.39	-3.5	0	0.10088	0.00406	0.99981	0	-1	0	67338	Rffl	chr11
3.6	-0.252	-0.653	-0.401	0	0	0	0.99088	0.90096	0.98146	0	0	0	19364	Rad51d	chr11
4.39	0.298	0.67	0.372	0	0	0	0.99569	0.92739	0.99317	0	0	0	217011	Nle1	chr11
3.55	0.75	0.968	0.218	0	0	0	0.67093	0.52627	0.92847	0	0	0	327978	Slfn5	chr11
2.62	-0.288	0.105	0.393	0	0	0	0.99646	0.99922	0.99274	0	0	0	237886	Slfn9	chr11
2.42	-1.292	-0.312	0.98	-1.04	0	0	0.16466	0.97851	0.52956	0	0	0	276950	Slfn8	chr11
2.95	-0.207	-0.235	-0.028	0	0	0	0.99978	0.99976	0.99999	0	0	0	668706	Gm11425	NA
2.14	-1.254	-1.478	-0.224	-0.8	-1.54	0	0.22457	0.08118	0.98841	0	0	0	237887	Slfn10-ps	chr11
3.48	-5.558	-4.423	1.135	-14.14	-10.56	0.63	0	0	0.2733	-1	-1	0	20556	Slfn2	chr11
2.97	0.015	-0.246	-0.261	0	0	0	0.99998	0.99945	0.9994	0	0	0	103737	Pex12	chr11
7.58	-0.447	-0.622	-0.175	0	0	0	0.99875	0.99067	0.99994	0	0	0	71770	Ap2b1	chr11
6.44	-0.108	0.227	0.336	0	0	0	0.99987	0.9996	0.99934	0	0	0	70439	Taf15	chr11
-0.75	-3.136	-2.694	0.441	-4.92	-3.89	0	6e-04	0.00233	0.93107	-1	-1	0	20304	Ccl5	chr11
0.6	-2.734	-1.272	1.461	-3.15	-0.47	0.95	0.00691	0.32853	0.18481	-1	0	0	20308	Ccl9	chr11
6.22	-5.58	-4.724	0.856	-14.61	-11.93	0	0	0	0.70126	-1	-1	0	14038	Wfdc18	chr11
4.54	-0.833	-0.514	0.319	0	0	0	0.86005	0.99507	0.99948	0	0	0	217026	Heatr6	chr11
5.24	-0.241	-0.074	0.167	0	0	0	0.99989	0.99998	0.99996	0	0	0	78394	Ddx52	chr11
4.96	-1.619	-1.326	0.293	-3.86	-2.04	0	0.00242	0.0382	0.99934	-1	0	0	217030	Synrg	chr11
5.3	-0.416	0.767	1.183	0	0	0.75	0.97611	0.80464	0.23826	0	0	0	56405	Dusp14	chr11
3.88	0.641	1.323	0.683	0	1.58	0	0.94551	0.0762	0.92208	0	0	0	217031	Tada2a	chr11
5.89	-0.945	0.302	1.246	0	0	1.58	0.62727	0.99853	0.07627	0	0	0	107476	Acaca	chr11
4.43	0.206	0.328	0.123	0	0	0	0.99727	0.99344	0.99889	0	0	0	56321	Aatf	chr11
2.47	-0.034	-0.066	-0.032	0	0	0	0.9993	0.99875	0.99942	0	0	0	217038	Mrm1	chr11
2.36	-0.991	-1.351	-0.359	0	-1.89	0	0.5177	0.0478	0.99692	0	0	0	192970	Dhrs11	chr11
6.71	-0.702	-0.152	0.55	0	0	0	0.91474	0.99886	0.9799	0	0	0	217039	Ggnbp2	chr11
-0.06	0.294	-0.116	-0.411	0	0	0	0.9712	0.99297	0.95272	0	0	0	100504527	Gm10374	NA
2.24	0.518	1.017	0.499	0	0.09	0	0.98751	0.46359	0.9883	0	0	0	70325	Pigw	chr11
4.41	-0.118	-0.146	-0.028	0	0	0	0.99982	0.99978	0.99997	0	0	0	66196	Myo19	chr11
2.68	0.99	0.452	-0.538	0	0	0	0.51546	0.97882	0.95462	0	0	0	448850	Znhit3	chr11
